,id,job_title,job_type,job_exp,company,industries,location,source,search_kw,expected_salary,post_date,job_function,remote,job_summary,description
109,,"Director, Applied Research",,,Lakeland College,Colleges & Universities,Vermilion,Glassdoor,Research Director,"$35,717 /yr (est.)",2022-03-30,,,,"As a global leader in student-managed learning opportunities, we are committed to developing leaders at Lakeland College. It’s something we excel at because of our exceptional team. Their passion and commitment to academic excellence, innovation and achievement is what sets Lakeland apart, as an educator and an employer. Join our team and be part of helping our students take the lead not only into the future, but today.
Key Responsibilities
Provides strategic leadership in formulating the goals, objectives, and policies for applied research activities at the College that are consistent with the overall strategic plan
Building and supervising a high functioning team of researchers and staff
Advancement of applied research with a focus on commercial agriculture - including project and grant administration, financial management and reporting, research communications, stakeholder relations, faculty and student engagement, as well as integration of applied research into academic programming"
110,,"Director, Market Research",,,Ipsos North America,Business Consulting,Toronto,Glassdoor,Research Director,,2022-03-30,,,,"At Ipsos, we make market research work. We know numbers. We understand people. And we succeed in delivering results. That’s why so many of the world’s leading brands and organizations look to us for their research needs.
Operating in over 80 countries, we’re a global leader in survey-based market research and one of the fastest-growing and most successful firms in the business. Our research focuses on five areas of specialty – advertising, marketing, public opinion, loyalty, and media – and our work focuses on our people and our clients.
Sound like the right place for your career? Share our passion. Share our success. And join us in being proud to be Ipsos
Director, Market Research
Downtown, Toronto

Required Skills

Required Experience"
111,,"Director, Academic and Research Impact",,,Health Sciences North Research Institute,Security & Protective,Greater Sudbury,Glassdoor,Research Director,"$134,813 /yr (est.)",2022-03-30,,,,"Director, Academic and Research Impact
Health Sciences North (HSN)
Health Sciences North Research Institute (HSNRI)

$123,883 - $145,743

Reporting to the Vice-President, Academic and Research Impact at HSN and HSNRI, you will help advance the key goal articulated in the 2019-2024 Strategic Plan of HSN and HSNRI (www.yourhsn.ca) to strengthen our Academic and Research Impact. We aspire to progress as an academic health sciences centre, through regional, provincial, national and international collaborations. Associated desired outcomes include fostering an inter-professional learning culture where every learner is welcomed and supported, championing a regional health innovation cluster, and supporting research efforts of researchers and medical staff that are favourably peer-reviewed, partially funded through external sources and involve collaborations. Support will include space and access to HSNRI scientists, inclusive of ICES North, statisticians, grant-writers and administrative staff. Collaborative research towards Cancer Solutions, Cardiovascular Health, Healthy Aging and Indigenous Health will be advanced.

You will provide operational leadership to a team of approximately 50 people and a budget of close to $10 million dollars. You will support the Vice-President, scientists, research leads, research chairs, the Director of IC/ES North and the Medical Director of the Simulation Laboratory. You will lead a team of managers in research services, research safety, ethics and compliance, clinical trials and the simulation laboratory, as well as staff supporting more than 2,000 medical and non-medical learners and the library, and other staff supporting academic and research activities. You will ensure that HSNRI policies and procedures remain updated and monitored, that deliverables of research contracts are met, and that principle investigators are encouraged and supported in developing competitive external research funding proposals and collaboration opportunities."
112,,"RESEARCH, PLANNING AND MARKETING DIRECTOR",,,GoodSeed International,,Alberta,Glassdoor,Research Director,,2022-03-30,,,,"RESEARCH, PLANNING AND MARKETING DIRECTOR
Oversees the research, planning and execution of marketing strategies and plans.
Provides research and insight into the needs of ministries, churches and believers on resources needed to share the good news.
Develops an ongoing plan for communications.
Coordinates the pricing, roll-out, distribution of resources around the world."
113,,Research Pharmacokinetics Director,,,IQVIA,Biotech & Pharmaceuticals,Remote,Glassdoor,Research Director,,2022-03-30,,,,"Job Overview:
Perform analysis and reporting of Phase I-IV clinical pharmacology studies, such as dose tolerance, dose proportionality, mass balance, concept testing, bioavailability, thorough QTc, drug-drug interactions, and special population (age effects, renal disease, hepatic disease, gender effects, etc.), as well as population PK/PD studies. Provide consulting on study design, or other aspects of Clinical Pharmacology projects, clinical development plans, and dossiers for product registration. Assist Clinical Pharmacology management in implementing strategic initiatives.
Key Responsibilities:
As a project PK Scientist develop or oversee the development of protocols, statistical analysis plans, PK/PD analysis, PK/PD tables, listings and figures, and clinical study reports for Phase I-IV clinical pharmacology studies, such as dose tolerance, dose proportionality, mass balance, concept testing, bioavailability, thorough QTc, drug-drug interactions, and special population (age effects, renal disease, hepatic disease, gender effects, etc.), as well as population PK/PD studies."
114,,Director Research & Development,,,System Innovators,Computer Hardware Development,Saint-Laurent,Glassdoor,Research Director,,2022-03-30,,,,"Director, Research & Development
gtechna
Office: Saint-Laurent

This is a unique opportunity to own and drive all facets of our enforcement software product expanding Research & Development organizations for gtechna. This is a technical position and requires an exceptional blend of management and product development skills, product vision, experience, and an understanding of the agile process.
The Director of Research & Development is responsible for a continuous flow of product research and innovation leading to the improvement of existing products, incorporation of newly developed product/modules into the current list of corporate assets, integration of third-party solutions with Harris’ product sets, and the support of the aforementioned."
115,,"Scientific Director, Research, Biologic Discovery – Experimental Immunology",,,Amgen,Biotech & Pharmaceuticals,Burnaby,Glassdoor,Research Director,,2022-03-30,,,,"Career Category
Scientific
Job Description
HOW MIGHT YOU DEFY IMAGINATION?

If you feel like you’re part of something bigger, it’s because you are. At Amgen, our shared mission—to serve patients—drives all that we do. It is key to our becoming one of the world’s leading biotechnology companies. We are global collaborators who achieve together—researching, manufacturing, and delivering ever-better products that reach over 10 million patients worldwide. It’s time for a career you can be proud of. Join us.











."
116,,R&D Director,,,Schneider Electric,Energy,Montreal,Glassdoor,Research Director,,2022-03-30,,,,"Job Description:

This Director role is responsible for all aspects of the research and development function for the Field Devices Business of the Digital Buildings line of business.

This role will report to the Vice President of the Digital Buildings LoB and will be a member of the leadership team for the business unit globally.

This role will be responsible for providing technical leadership, developing vision, and driving innovation for this 150MEUR business, directly managing a global R&D team of 50+ people.

The most critical mission of this role is to develop competitive technologies and products to fuel the business growth, in both existing and emerging businesses areas, with strong collaboration with business and functional leadership.



(External) English Qualifications:










(External) English Company Boiler Plate:"
117,,"Director, Pharmaceutical Research & Development",,,Acasti Pharma,,Canada,Glassdoor,Research Director,,2022-03-30,,,,"Job Opportunity Director - Pharmaceutical Research and Development
This is an exciting opportunity for a Director, R&D to join a late development stage, public specialty pharmaceutical company focused on rare and orphan diseases. We are looking for the best and brightest talent to join our dynamic team. If you’re looking to be a part of a rapidly growing company with an unwavering commitment to improving patients’ lives and a great place to work, we hope you’ll explore our career openings and learn more about Acasti Pharma.
About the Opportunity
This position at Acasti Pharma Inc. is located at North Brunswick, NJ, US R&D that oversight of formulation development, technical support for new product development and industrial support activities for future commercial products. The person selected for this position will report to the COO(US)."
118,,Director Strategic Advice - R&D Quality Assurance,,,AstraZeneca,Biotech & Pharmaceuticals,Mississauga,Glassdoor,Research Director,,2022-03-30,,,,"Do you have expertise in, and passion for Quality? Would you like to apply your expertise influencing strategic directions on quality and compliance being the GxP expert related to clinical activities in a company that follows the science and turns ideas into life changing medicines? Then AstraZeneca might be the one for you!
At AstraZeneca we’re dedicated to being a Great Place to Work. Where you are empowered to push the boundaries of science and unleash your entrepreneurial spirit. There’s no better place to make a difference to medicine, patients and society. An inclusive culture that champions diversity and collaboration. Always committed to lifelong learning, growth and development.
We are now recruiting for a Director Strategic Advice position to join our Strategic Advice team within R&D Quality Assurance. R&D QA is an independent global assurance function in AstraZeneca R&D maintaining the R&D Quality Management System and assessing quality based on audits, inspections and self-reported quality issues. We promote and strive towards a state where everyone acknowledges that quality is a competitive advantage, and that quality arises from every individual’s contribution to a ‘right-from-me’ mentality. If you enjoy challenging the way things are done want to pioneer a new future to meet global healthcare challenges this is the place for you."
119,,"Director, Privacy and Access, PHSA Research and New Initiatives",,,PHSA,Healthcare Services & Hospitals,Vancouver,Glassdoor,Research Director,,2022-03-30,,,,"As per the current Public Health Order, full vaccination against COVID-19 is a condition of employment with PHSA as of October 26, 2021.

In accordance with the Mission, Vision and Values, and strategic directions of PHSA, safety, including both patient and employee safety, is a priority and a responsibility shared by everyone at PHSA’s Agencies/Divisions/Services. As such, the requirement to continuously improve quality and safety is inherent in all aspects of this position.

PHSA has a mandate to conduct world-class research, and deliver excellence in education and training as a provincial health authority and an academic health sciences organization, to support and underpin its ability to both develop evidence informed provincial clinical policy and delivery of high quality provincial clinical services.

Reporting to the Chief Administrative Officer, Research, the Director, Privacy and Access, Research and New Initiatives provides leadership, oversight and guidance to support the PHSA research community and the PHSA mandate in the field of privacy, bioethics and policy, working with multiple stakeholders across regional health authorities and the Ministry of Health as well as researchers, clinicians, data custodians and IT specialists and legal advisors. The Director, Privacy and Access plays a key role in ensuring that PHSA fulfills its mandate by enabling the sharing and analysis of data and encouraging innovation and new approaches."
120,,Director of Laboratory Medicine,,,Island Health,Healthcare Services & Hospitals,Victoria,Glassdoor,Research Director,$77.15 /hr (est.),2022-03-30,,,,"At Island Health, our Vision of excellent health and care for everyone, everywhere every time is at the heart of everything we do. We are looking for a DIRECTOR of LABORATORY MEDICINE who shares our Vision and is committed to improving public health for all the populations we serve.
Island Health exists to support and serve the people of Vancouver Island and the surrounding Islands by providing high quality programs, services and care and the people make our organization. Health care attracts smart, caring individuals who want to make a difference and help people. No matter what area of health care you are in, our multi- disciplinary team's work together to provide the best care to our patients and residents, At Island Health we believe our values guide our actions and relationships, shaping how we make decision and plan for the future. Our vision is, ""Excellent health and care for everyone, everywhere, every time"".
Island Health is an employer that knows our people make the organization. We are the Health Authority for all of Vancouver Island, one of the most livable regions in the world. The South Island is a vibrant urban center with an abundance of recreational and cultural opportunities. We are the largest employer on Vancouver Island with over 27,000 employees, 2.400 Physician partners and 3,000 volunteers and we provide health services to the 850,000 residents of Vancouver Island and adjacent coastal communities."
121,,"Director, Commercial Operations Lead (Mississauga, Canada)",,,Philips,Healthcare Services & Hospitals,Mississauga,Glassdoor,Research Director,,2022-03-30,,,,"Job Title
Director, Commercial Operations Lead (Mississauga, Canada)
Job Description
Effective January 1, 2022, all Canada.-based Philips employees are required to be fully vaccinated against COVID as a condition of employment at Philips. Employees with a documented medical condition or other protected human rights ground that prevent them from participating in COVID-19 vaccination may apply for accommodation. Philips Canada will consider accommodation requests on a case-by-case basis in accordance with applicable human rights legislation."
122,,Study Director - Study Management,,,Charles River Laboratories,Biotech & Pharmaceuticals,Laval,Glassdoor,Research Director,"$68,500 /yr (est.)",2022-03-30,,,,"At Charles River, we are passionate about improving the quality of people’s lives. When you join our global family, you will help create healthier lives for millions of patients and their families.

Charles River employees are innovative thinkers, who are dedicated to continuous learning and improvement. We will empower you with the resources you need to grow and develop in your career."
123,,Director of Toxicology,,,Sterling Hoffman,HR Consulting,Vancouver,Glassdoor,Research Director,"$53,767 /yr (est.)",2022-03-30,,,,"Job Description

A leading company in the biopharmaceutical industry is currently seeking a Director of Toxicology to join their team. The role will be challenging but also highly rewarding and this leader will be a key voice in the company. For the right executive, this is a fantastic opportunity with great growth prospects. Key duties include:

1) Develop overarching toxicology strategy and corporate toxicology policies and serve as a subject matter expert for toxicology, pharmacokinetics and pharmacodynamics of small and large molecule therapeutics
2) Oversee toxicology staff in their execution of toxicology studies
3) Provide operational direction and oversight to ensure that toxicology studies adhere to appropriate guidelines and regulatory test standards"
124,,Laboratory Director,,,Merieux NutriSciences,Biotech & Pharmaceuticals,Dorval,Glassdoor,Research Director,"$90,000 /yr (est.)",2022-03-30,,,,"Take ownership of the business; develop and implement a strategic plan for the laboratory to meet business goalsManage financial aspects of the business including budget development, short and long term financial goal setting, P&L management and executing strategies to achieve goals Understand and take advantage of available resources to help achieve results in a cost effective, safe, ethical manner Develop and maintain expertise in the field of food science and related technologies through available library resources and peer expertise Demonstrate leadership through communication and actions to earn respect and trust of the team Set the tone of integrity, accountability, excellence and initiative by modeling the behavior that is expected from leaders and staff Clearly communicate goals and accountability of achievement across all levels of the workforce Create and foster an environment where coaching and development is a priority to promote employment engagement, career pathing, and organizational succession planning Understand corporate objectives and manage laboratory performance to maintain or improve operational and financial efficiencies aligning with company goals Ensure compliance with Mérieux policies and standard operating procedures striving for the highest level of quality, customer excellence, safety, and efficiency for existing and new business Ensure exceptional internal and external customer experiences through engagement, attitude, communication and serviceParticipate in strategic conversations with sales team and dedicate time to meet with current and perspective clients to understand customer needs and build trusting relationships Develop deep industry knowledge and play an active role in industry events Provide technical expertise to clients by helping them interpret laboratory data and suggesting solutions to their related business challenges Constantly evaluate laboratory from all aspects and challenge the status quo; analyze and derive strategy that is inclusive of change, provide clear goals and continually measure progress Communicate change and stand behind the message; present a united front with corporate partners and leadership team Participate in the implementation of internal quality control programs, evaluation of the results and in the establishment of the internal repeatability and reproducibility of standard methods, including participation in internal and external audits Manage, and check randomly and systematically, that the quality system is documented, effective, updated and being understood and adhered to by the staff. Monitor the quality activities and implement the agreed corrective action and evaluate its effectiveness Manage local controlled documents (Manuals, Procedures, Work Instructions, Charts, Guidelines). Cease specific analyses when evidence from the quality system indicated the process is not in control and the quality of the results are compromised as a result of the non-conformances and (b) to restart work and communicate the resumption of work to Corporate Sales and Quality groups."
125,,"Director, Economic Research",,,The Conference Board of Canada,Civic & Social Services,Remote,Glassdoor,Research Director,,2022-03-30,,,,"Employment opportunity: Permanent, Full-Time
Reports to: Vice President, Economic Research
Location: Remote work arrangement within Canada

We are currently seeking a Director to lead our fast paced and growing Economic Research practice. The Conference Board of Canada is the foremost applied research organization in Canada. Our research teams allow us to study complex issues from multiple perspectives, leveraging our proprietary models and cutting-edge methodologies, supported by a deep understanding of the market, political, and social context they occur. These deeply integrated insights help our clients create meaningful impact within their organization and industry. You will be leading a team of established economic experts and the brightest researchers to provide concrete, independent solutions to the toughest problems.
Our Ideal Candidate… a subject matter expert in economics, has proven success in project management and business development, and has people management experience. We are looking for someone with a strong work ethic, and who is looking to be a leader on a fast-paced team. Commitment to producing high quality work and demonstrating professional values in all aspects of work and interactions with colleagues and customers is a must.
We are a virtual organization and as a remote worker you must be comfortable and able to work 100 per cent of the time from a home office. To be successful as a remote worker you need to have a self-starter attitude, possess strong organizational and time management skills, and be a proactive communicator. Having a home office environment that provides for a productive, professional, and safe work environment during regular working/business hours is a requirement of this role.

About the Role
Leadership Responsibilities

Work closely with Executive Team lead in providing vision and leadership in advancing and growing the portfolio
Strategic orientation with the ability to executive and deliver results
Successfully execute on strategy to achieve goals. Meeting annual revenue, operating and stakeholder impact targets
Manage and evolve a team and oversee the day-to-day operations of the business unit
Demonstrate the values of the organization in all interactions with employees, internal and external stakeholders.

Operational Responsibilities

Anticipate and articulate the emerging trends and critical challenges Canadian leaders face regarding the labour market
Function as the lead subject matter expert and embrace the role of spokesperson for the Board speaking with authority and credibility at conferences, seminars, roundtables and media interviews related to economic impact analysis
Oversee and lead research projects varying in size, scope and complexity focusing on high quality, impactful projects and results
Contribute to the Board's body of knowledge by publishing briefings and reports
Communicate effectively with senior leaders across the organization.

Financial Responsibilities

Demonstrate sound financial management
Collaborate with the Executive Team lead and other members of the senior management team to anticipate, identify, develop and secure short, medium and long-term opportunities
Meet team’s annual revenue and operating targets
Secure funding for custom research projects.

About You


Solid understanding of economics and high-level issues in both the private and public sectors
Master’s degree and/or PhD in economics or a related discipline
Minimum of eight years of similar experience in a consulting or professional, customer focused environment
Outstanding interpersonal skills including the ability to communicate effectively with internal and external stakeholders at all levels
Proven success at managing a team of professional staff
Ability to communicate research findings to senior executives
Proven success at business development including the capacity to identify and implement new growth opportunities
Demonstrated success at the development and delivery of strategic goals and objectives
Extensive network of contacts with thought leaders and key national and international peer organizations
Demonstrated understanding of quantitative and qualitative research methodologies
Ability to write clearly, concisely and quickly - advanced writing skills are essential and published work would be a definite asset
Experience with leading complex projects from inception to completion
Proficiency in the use of computers in an MS Office environment
Availability to travel within in Canada is required
Bilingualism would be a definite asset
Having a home office environment that provides for a productive, professional, and safe work environment during regular working hours is a requirement of this role. This includes internet service and a reliable connection.

How to Apply
Applications must be submitted through our Careers’ page.
We value the unique skills, experiences, and insights that each employee brings to The Conference Board of Canada. We are committed to fostering an inclusive and accessible work environment where everyone feels valued, respected, and supported. If you require an accommodation at any point during the recruitment process, please email cbocjobs@conferenceboard.ca and we will work with you to meet your needs.
We wish to thank all applicants for their interest in The Conference Board of Canada. Please note that only those selected for an interview will be contacted.
E-mail us if you’re interested in this job"
126,,"Director, Academic and Research Impact",,,Health Sciences North.,Security & Protective,Canada,Glassdoor,Research Director,,2022-03-30,,,,"Director, Academic and Research Impact
Health Sciences North (HSN)
Health Sciences North Research Institute (HSNRI)

$123,883 - $145,743

Reporting to the Vice-President, Academic and Research Impact at HSN and HSNRI, you will help advance
the key goal articulated in the 2019-2024 Strategic Plan of HSN and HSNRI (www.yourhsn.ca) to
strengthen our Academic and Research Impact. We aspire to progress as an academic health sciences
centre, through regional, provincial, national and international collaborations. Associated desired
outcomes include fostering an inter-professional learning culture where every learner is welcomed and
supported, championing a regional health innovation cluster, and supporting research efforts of
researchers and medical staff that are favourably peer-reviewed, partially funded through external
sources and involve collaborations. Support will include space and access to HSNRI scientists, inclusive of
ICES North, statisticians, grant-writers and administrative staff. Collaborative research towards Cancer
Solutions, Cardiovascular Health, Healthy Aging and Indigenous Health will be advanced.

You will provide operational leadership to a team of approximately 50 people and a budget of close to
$10 million dollars. You will support the Vice-President, scientists, research leads, research chairs, the
Director of IC/ES North and the Medical Director of the Simulation Laboratory. You will lead a team of
managers in research services, research safety, ethics and compliance, clinical trials and the simulation
laboratory, as well as staff supporting more than 2,000 medical and non-medical learners and the library,
and other staff supporting academic and research activities. You will ensure that HSNRI policies and
procedures remain updated and monitored, that deliverables of research contracts are met, and that
principle investigators are encouraged and supported in developing competitive external research
funding proposals and collaboration opportunities.

You will work closely with administrative and medical directors and chiefs of medical departments at
HSN, peers at the Northern Ontario School of Medicine, Laurentian University, Cambrian College, Collège
Boréal and in other postsecondary institutions, partners and funders.

This is a great opportunity to help build momentum at one of Canada’s top 40 research hospitals, that
recently opened a new $20 million facility for HSNRI, and a new $27.9 million Labelle Innovation and
Learning Centre at HSN.

Ideal candidates will possess at least an undergraduate degree, supervisory experience, and prior
experience in an academic, research or innovation environment. A master’s degree or PhD and
bilingualism are assets.

The position will remain active until filled. The search committee will begin reviewing applicants on April
20, 2022."
127,,Director of Commercial Real Estate Research,,,Marcus & Millichap,Real Estate,Vancouver,Glassdoor,Research Director,,2022-03-30,,,,"Marcus & Millichap, a leading commercial real estate brokerage and financing services company with nearly 2,000 investment sales and financing professionals in 80 offices in Canada and the United States, is seeking a Director of Canada Research based in either the Toronto or Vancouver office.

Marcus & Millichap is seeking candidates to join its industry-leading Research Services team. We are looking for people who share our passion for analyzing and interpreting economic, commercial real estate and investment data for key trends, then synthesizing it into reports, analyses and presentations that investors can use to make better-informed commercial real estate investment decisions.

Summary:
The Director of Canada Research is responsible for leading commercial real estate market analytics and intelligence initiatives throughout Canada. The Director will oversee the gathering, evaluation and interpretation of various economic and commercial real estate information sources, then translate the synthesized interpretation into a variety of reports, analytics and presentations. This position reports to the Vice President, Director of Research Operations (in the U.S.) and will supervise research personnel in Canada."
128,,"Director of Diversity, Equity and Inclusion",,,WildBrain,Film Production,Vancouver,Glassdoor,Research Director,"$53,683 /yr (est.)",2022-03-30,,,,"Overview:
WildBrain is looking for a Director of Diversity, Equity and Inclusion to support our animation and live action Development and Production teams. Reporting to the our Chief Content Officer, you will lead our Content DEI strategy, vetting our scripts and creative materials. You will also establish a framework that our productions are able to leverage to ensure that the content we produce represents diversity, equity and inclusion authentically and appropriately. Finally, you will help to guide Studio DEI strategy and will oversee the implementation of a variety of programs.

Find a job that let’s your imagination run wild!
WildBrain Studios produces fan-favorite animation and award-winning content that kids and families love in every corner of the globe. We love what we do and it shows in the quality content we produce! Our custom-built Vancouver studio in beautiful British Columbia is a wonderful backdrop for our artists, but it doesn’t end there, we have employees working remotely across BC, Canada, and the world! Our artist-centric culture means we invest in our people, we provide training and growth opportunities, a healthy work-life balance, and fun activities throughout the year to meet, mingle and get creative with your team. If you like what you are reading so far, well buckle up, we’re just getting started.
Responsibilities:
Qualifications:"
129,,scientific research director,,,Hamilton Kitchens and Bath,,Markham,Glassdoor,Research Director,$49.32 /hr (est.),2022-03-30,,,,"Additional Skills
Hire, train, direct and motivate staff
Area of Specialization
Scientific research
Specific Skills
Oversee the preparation of reports
Oversee the analysis of data and information"
130,,"Director of Policy, Research & Advocacy",,,Amnesty International Canada,,Ottawa,Glassdoor,Research Director,"$108,773 /yr (est.)",2022-03-30,,,,"*Director of Policy, Research & Advocacy*
Hours: Full-time (37.5 hours/week)
Duration: Permanent
Location: Ottawa or Toronto
Starting Salary: $108,773 per annum.
Travel: Some travel required as travel restrictions allow
Deadline: Applications accepted until 5pm (eastern time), Friday, April 15
The Director of Policy, Research and Advocacy will join Amnesty International Canadian Section (English Speaking) during an exciting time as the organization moves forward with its new strategic framework. This individual will work closely with the colleagues across the section to implement improved processes, practices, systems, and tools within the Programs department to ensure they are equitable, transparent, and efficient."
131,,"Director, Organizational Research IT",,,National Research Council Canada,Government Agencies,Ottawa,Glassdoor,Research Director,"$137,800 /yr (est.)",2022-03-30,,,,"Help bring research to life and drive your career forward with the National Research Council of Canada (NRC), Canada's largest research and technology organization.

We are looking for a Director, Organizational Research IT - the successful candidate would be someone who shares our core values of Integrity, Excellence, Respect and Creativity.
Position Description
The Director, Organizational Research IT is accountable for ensuring that NRC research is effectively enabled by information technology (IT) infrastructure, Information Management (IM) Data, tools, and services. This includes managing all IT/IM and Data elements of the KITS digital pillar targeting Excellence in Research and Innovation, including providing secretariat support for digital research governance, translating governance decisions into action, maintaining an effective self-serve cloud capability in support of NRC research, coordinating research IT project intake, providing leadership for optimizing use of research software across the NRC, collaborating closely with external and internal partners to meet research clients’ IM/IT and data requirements, and providing leadership and vision for planning the continuous improvement and evolution of the research IT service suite of tools and services.

The Director, Organizational Research IT will also need to liaise with numerous external organizations, such as but not limited to SSC, other GC SBDAs, Academic institutions, DRAC to name a few."
132,,Research and Innovation Director,,,University of Alberta,Colleges & Universities,Edmonton,Glassdoor,Research Director,"$89,736 /yr (est.)",2022-03-30,,,,"ENG Dean Of Engineering
Competition No. -
A100147651

Closing Date -
Will remain open until filled.



While this position welcomes applications from the public, please note that preference will be given to current employees at the University of Alberta. Please indicate your internal status using the ""Advertisement"" drop down menu when applying.



COVID-19 Vaccination: Proof of full vaccination against COVID-19 in compliance with the University’s COVID-19 Vaccination Directive. Fully Vaccinated means a status an individual achieves 14 days after having received the recommended number of doses of a COVID-19 vaccine approved by Health Canada or the World Health Organization, and requires the individual to maintain the recommended number and type of vaccine doses as updated and required by Health Canada thereafter."
133,,Research Director,,,MD Analytics,Advertising & Public Relations,Montreal,Glassdoor,Research Director,"$56,554 /yr (est.)",2022-03-30,,,,"MD Analytics is a leading international healthcare and pharmaceutical market research agency.

Over the past two decades, MD Analytics has grown to be one of the largest and most respected research agencies in Canada, being recognized for exceptional quality in reporting and client services.

To support current growth, we are seeking an experienced market researcher with a passion for healthcare, the ability to support and grow established accounts, and the skills to direct a rapidly growing team of remote researchers.

The Opportunity: Research Director (Permanent Remote Position, Greater Montreal Area)"
134,,"Director of Research and Development, Nucleic Acid Therapeutics",,,Cytiva,Biotech & Pharmaceuticals,Vancouver,Glassdoor,Research Director,,2022-03-30,,,,"Be part of something altogether life-changing

Working at Cytiva in the Life Sciences industry means being at the forefront of providing new solutions to transform human health. Our incredible customers undertake life-saving activities ranging from fundamental biological research to developing innovative vaccines, new medicines, and cell and gene therapies.

At Cytiva you will be able to continuously improve yourself and us – working on challenges that truly matter with people that care for each other, our customers, and their patients. With associates across 40 countries, Cytiva is a place where every day is a learning opportunity – so you can grow your career and expand your skills in the long term.

Cytiva is proud to work alongside a community of nine fellow Danaher Life Sciences companies. Together, we’re pioneering the future of science and medicine, developing products that enable researchers in the fight to save lives.

We are looking for a Director of Research and Development to work with our newly formed Nucleic Acid Therapeutics team. Do you have a passion for developing products and technology with the chance to deliver innovative solutions impacting patients’ lives? Then we would love to hear from you.

What you’ll do
Build and lead a global team of mRNA and nucleic acid scientists and engineers focused on developing the next generation of manufacturing technologies for genomic therapeutics.
You will lead and collaborate on the total mRNA manufacturing workflow as appropriate spanning DNA template generation, IVT synthesis and purification and forumulation together with key internal stakeholders.
Partner with Product Management, Marketing, Strategy and Business Leadership to define, maintain and execute on a New Product Development Roadmap for the business.
Leverage your team and shared resources within other technical areas to define user and system requirements for new products, build and test prototype devices against those specifications, verify and validate final designs, and transfer final designs for manufacturing.
Support products throughout their life cycle via a Phase-Gate Discipline including ideation, development, market launch, on-market sustainment, and obsolescence.
Partner cross functionally to align on design strategies and drive design choices that will ensure Design For Manufacturing, Design For Excellence, and Design For Reliability.
In addition to new product development you will build and lead an application expert team in the mRNA Centre of Excellence focused on generating solution data, proof of concept and customer facing scientific material in support of overall nucleic acid toolbox development.
Proactively identify, manage, and plan for product development risks and mitigations.
Ensures compliance with quality systems, regulatory requirements, and commercial change process.
Hold ultimate responsibility for the on-time and on-budget delivery of all technical projects for the business, working with colleagues in manufacturing, sourcing, regulatory and quality to deliver innovative and high-quality new products that accelerate patient access to new therapies.
Responsible for talent management to ensure the continued development for front-line managers and associates. Partner closely with the human resources organization and other technical leaders in developing organizational capabilities through succession planning, organizational assessment, identification of key skill gaps, talent acquisition and talent development strategies that link with business goals.
Develop expertise in and act as a mentor for the Danaher Business System.

Who you are
Bachelor’s, Master’s, or Ph.D. in molecular or cell biology, or a related technical field
10+ years of experience in Biomanufacturing, Cell Therapy, Gene Therapy or a related Life Sciences field, ideally with direct experience in Nucleic Acid Therapeutics
5+ years of experience in managing research and product development teams, ideally with demonstrated success in organizational design and strategy
Familiarity with regulatory requirements for therapeutic development
Executive level communication skills
Data driven approach to project ideation, planning, prioritization, and execution
Proven innovator, with a track record of developing new ideas through collaboration and translating strategic direction into tactical execution in a team-driven environment

When you join us, you’ll also be joining Danaher’s global organization, where 69,000 people wake up every day determined to help our customers win. As an associate, you’ll try new things, work hard, and advance your skills with guidance from dedicated leaders, all with the support of powerful Danaher Business System tools and the stability of a tested organization.

At Danaher, we value diversity and the existence of similarities and differences, both visible and not, found in our workforce, workplace and throughout the markets we serve. Our associates, customers and shareholders contribute unique and different perspectives as a result of these diverse attributes.

If you’ve ever wondered what’s within you, there’s no better time to find out."
135,,"Director, UX Research",,,1Password,Computer Hardware Development,Remote,Glassdoor,Research Director,,2022-03-30,,,,"Over 100,000 businesses and millions of people use 1Password to protect their most important information, and we believe those people – and the companies they work for – shouldn’t have to choose between security and productivity. We see security as a human challenge, rather than a technological one. It’s hard work, but our mission has always been to ease the tension between security and convenience and help people navigate the digital world without fear or friction. Human-centric security is part of our DNA, but human-centricity is also the backbone of our culture. We encourage big ideas and new ways of working that help us to make the online world a safer place for everyone.

The UX Research team works across the UX and design department and is responsible for the first phase of the design thinking process, laying the groundwork with which features can be defined and designed. Evolving what human centric security looks like and helping deliver our award winning user experience to businesses and consumers.

We’re looking for a research leader that has experience growing and leading a team. This is an opportunity to mentor and grow our UX research team as well as mature our practices and processes for research."
136,,Qualitative Research Director,,,Maru,Research & Development,Toronto,Glassdoor,Research Director,"$70,820 /yr (est.)",2022-03-30,,,,"Maru/Matchbox, a Maru Group company, has been pushing the boundaries of the customer market insights space for over a decade. Unifying deep sector expertise with cloud-based customer insights. We take a results-focused, consultative approach to help clients better understand what motivates their customers and influences their markets, so they can act decisively and win.

Research Director

We are seeking a Research Director to become a member of the growing qualitative team. This person will hold a client-facing position, leading & supporting innovative digital qualitative research as well as in-person (when safely conducted) as part of our Qualitative team. As a member of this strategic team, you will influence our future growth and success by supporting existing strategic client engagements. You will influence research proposals, study design, moderation, data structuring and analysis, recommendations, and presenting results. As a trained and self-sufficient qualitative researcher with proven experience meeting strategic client needs, you have a reputation for impeccable client management, creativity, attention to detail, and strategic insight in delivering research results and consultative recommendations. In short, providing proactive, creative, and enthusiastic service that wows your clients and your team."
